separator;;;
808137527;Ноутбук трансформер Dell Inspiron 14 11 000 грн.;https://www.olx.ua//d/obyavlenie/noutbuk-transformer-dell-inspiron-14-IDSGRuf.html;Одесса, Киевский - Сегодня в 18:43
804549176;Игровой ноутбук lenovo 12 000 грн.;https://www.olx.ua//d/obyavlenie/igrovoy-noutbuk-lenovo-IDSrNZC.html;Запорожье, Вознесеновский - Сегодня в 18:42
808136603;Ноутбук HP 250 G8 Silver 14 700 грн.;https://www.olx.ua//d/obyavlenie/noutbuk-hp-250-g8-silver-IDSGRfl.html;Львов, Лычаковский - Сегодня в 18:38
804463727;MacBook Pro 13 Retina 2.7 Intel core i5 2015 10 000 грн.;https://www.olx.ua//d/obyavlenie/macbook-pro-13-retina-2-7-intel-core-i5-2015-IDSrrLp.html;Запорожье, Шевченковский - Сегодня в 18:38
778859888;Ноутбук Acer aspire e5-575g 35mp 10 500 грн.;https://www.olx.ua//d/obyavlenie/noutbuk-acer-aspire-e5-575g-35mp-IDQI12g.html;Бородянка - Сегодня в 18:38
801889573;Гарантія! Ноутбук MacBook Pro 13 2015 i5 2.7 16/256GB HM467 макбук 12 499 грн.;https://www.olx.ua//d/obyavlenie/garantya-noutbuk-macbook-pro-13-2015-i5-2-7-16-256gb-hm467-makbuk-IDSgE6N.html;Львов, Галицкий - Сегодня в 18:37
807604549;Dell Latitude 7389 Intel Core i7-7600 обмен присутствует Назва моделі 10 500 грн.;https://www.olx.ua//d/obyavlenie/dell-latitude-7389-intel-core-i7-7600-obmen-prisutstvuet-nazva-model-IDSECPP.html;Умань - Сегодня в 18:37
806882517;Игровой ноутбук Acer Nitro 5 / i5 / 8 gb DDR4 / SSD / IPS / GTX 1050 20 000 грн.;https://www.olx.ua//d/obyavlenie/igrovoy-noutbuk-acer-nitro-5-i5-8-gb-ddr4-ssd-ips-gtx-1050-IDSBB09.html;Запорожье, Днепровский - Сегодня в 18:35
787411394;Dell 5570 i5(6-th)/12GB DDR4/480 SSD/WoT/без предоплат/батарея 3ч торг 10 500 грн.Договорная;https://www.olx.ua//d/obyavlenie/dell-5570-i56-th-12gb-ddr4-480-ssd-wot-bez-predoplat-batareya-3ch-torg-IDRhTFM.html;Одесса, Приморский - Сегодня в 18:35
806186898;MacBook Pro A1707 (i7-7700HQ/16 GB/256 GB/Radeon PRO 555) (2017 Год) 19 500 грн.Договорная;https://www.olx.ua//d/obyavlenie/macbook-pro-a1707-i7-7700hq-16gb-256gb-radeon-pro-555-2017-god-IDSyG2u.html;Измаил - Сегодня в 18:34
797831032;Xiaomi 13 notebook ноутбук 8/256gb игровой не Samsung Apple 19 490 грн.Договорная;https://www.olx.ua//d/obyavlenie/xiaomi-13-notebook-noutbuk-8-256gb-igrovoy-ne-samsung-apple-IDRZCis.html;Поповка - Сегодня в 18:33
808136072;MacBook Pro 15” Retina 2015р | core i7 | 16Gb-Ram | 512Gb-SSD | A1398 13 500 грн.;https://www.olx.ua//d/obyavlenie/macbook-pro-15-retina-2015r-core-i7-16gb-ram-512gb-ssd-a1398-IDSGR6M.html;Малин - Сегодня в 18:33
"separator"
"771727281";"Dell Precision 3520/15,6"" FHD IPS/Intel I7 6820HQ/16/512/Nvidia M620 14 000 грн.";"https://www.olx.ua//d/obyavlenie/dell-precision-3520-15-6-fhd-ips-intel-i7-6820hq-16-512-nvidia-m620-IDQe5vd.html";"Ужгород - Сегодня в 18:56"
"807648750";"Ноутбук hp gaming laptop 15 16 000 грн.Договорная";"https://www.olx.ua//d/obyavlenie/noutbuk-hp-gaming-laptop-15-IDSEOkK.html";"Борисполь - Сегодня в 18:53"
"804699939";"Acer F5-573G ""15.6"" GeForce GTX950 -2 гб,ОЗУ-8gb DDR4,SSD120gb,HDD1Tb 14 000 грн.";"https://www.olx.ua//d/obyavlenie/acer-f5-573g-15-6-geforce-gtx950-2-gb-ozu-8gb-ddr4-ssd120gb-hdd1tb-IDSsrdh.html";"Запорожье, Хортицкий - Сегодня в 18:52"
"805222269";"Ноутбук 15,6"" ASUS K501UW, Core i7-6500U, 16ГБ, GTX960M 4ГБ, 3840х2048 20 000 грн.";"https://www.olx.ua//d/obyavlenie/noutbuk-15-6-asus-k501uw-core-i7-6500u-16gb-gtx960m-4gb-3840h2048-IDSuD5X.html";"Чернигов - Сегодня в 18:52"
"808138298";"Ноутбук HP Pavilion 15 / i5-9300H + GTX1050 + 16gb DDR4 + SSD 256gb 13 999 грн.";"https://www.olx.ua//d/obyavlenie/noutbuk-hp-pavilion-15-i5-9300h-gtx1050-16gb-ddr4-ssd-256gb-IDSGRGG.html";"Кривой Рог, Центрально-Городской - Сегодня в 18:49"
"800492154";"ASUS VivoBook S15 X510UF 11 500 грн.";"https://www.olx.ua//d/obyavlenie/asus-vivobook-s15-x510uf-IDSaMzM.html";"Львов, Железнодорожный - Сегодня в 18:49"
"807351285";"Asus TUF Gaming FX505DY 20 000 грн.";"https://www.olx.ua//d/obyavlenie/asus-tuf-gaming-fx505dy-IDSDyVW.html";"Дубно - Сегодня в 18:48"
"781488814";"MacBook Pro 13 2015 i7 16GB 512GB SSD Silver МАГАЗИН/Гарантія 3 місяці 17 900 грн.";"https://www.olx.ua//d/obyavlenie/macbook-pro-13-2015-i7-16gb-512gb-ssd-silver-magazin-garantya-3-msyats-IDQT2Vi.html";"Киев, Шевченковский - Сегодня в 18:47"
"808137527";"Ноутбук трансформер Dell Inspiron 14 11 000 грн.";"https://www.olx.ua//d/obyavlenie/noutbuk-transformer-dell-inspiron-14-IDSGRuf.html";"Одесса, Киевский - Сегодня в 18:43"
"804549176";"Игровой ноутбук lenovo 12 000 грн.";"https://www.olx.ua//d/obyavlenie/igrovoy-noutbuk-lenovo-IDSrNZC.html";"Запорожье, Вознесеновский - Сегодня в 18:42"
"808136603";"Ноутбук HP 250 G8 Silver 14 700 грн.";"https://www.olx.ua//d/obyavlenie/noutbuk-hp-250-g8-silver-IDSGRfl.html";"Львов, Лычаковский - Сегодня в 18:38"
"804463727";"MacBook Pro 13 Retina 2.7 Intel core i5 2015 10 000 грн.";"https://www.olx.ua//d/obyavlenie/macbook-pro-13-retina-2-7-intel-core-i5-2015-IDSrrLp.html";"Запорожье, Шевченковский - Сегодня в 18:38"
"778859888";"Ноутбук Acer aspire e5-575g 35mp 10 500 грн.";"https://www.olx.ua//d/obyavlenie/noutbuk-acer-aspire-e5-575g-35mp-IDQI12g.html";"Бородянка - Сегодня в 18:38"
"801889573";"Гарантія! Ноутбук MacBook Pro 13 2015 i5 2.7 16/256GB HM467 макбук 12 499 грн.";"https://www.olx.ua//d/obyavlenie/garantya-noutbuk-macbook-pro-13-2015-i5-2-7-16-256gb-hm467-makbuk-IDSgE6N.html";"Львов, Галицкий - Сегодня в 18:37"
"807604549";"Dell Latitude 7389 Intel Core i7-7600 обмен присутствует Назва моделі 10 500 грн.";"https://www.olx.ua//d/obyavlenie/dell-latitude-7389-intel-core-i7-7600-obmen-prisutstvuet-nazva-model-IDSECPP.html";"Умань - Сегодня в 18:37"
"806882517";"Игровой ноутбук Acer Nitro 5 / i5 / 8 gb DDR4 / SSD / IPS / GTX 1050 20 000 грн.";"https://www.olx.ua//d/obyavlenie/igrovoy-noutbuk-acer-nitro-5-i5-8-gb-ddr4-ssd-ips-gtx-1050-IDSBB09.html";"Запорожье, Днепровский - Сегодня в 18:35"
"787411394";"Dell 5570 i5(6-th)/12GB DDR4/480 SSD/WoT/без предоплат/батарея 3ч торг 10 500 грн.Договорная";"https://www.olx.ua//d/obyavlenie/dell-5570-i56-th-12gb-ddr4-480-ssd-wot-bez-predoplat-batareya-3ch-torg-IDRhTFM.html";"Одесса, Приморский - Сегодня в 18:35"
"806186898";"MacBook Pro A1707 (i7-7700HQ/16 GB/256 GB/Radeon PRO 555) (2017 Год) 19 500 грн.Договорная";"https://www.olx.ua//d/obyavlenie/macbook-pro-a1707-i7-7700hq-16gb-256gb-radeon-pro-555-2017-god-IDSyG2u.html";"Измаил - Сегодня в 18:34"
"797831032";"Xiaomi 13 notebook ноутбук 8/256gb игровой не Samsung Apple 19 490 грн.Договорная";"https://www.olx.ua//d/obyavlenie/xiaomi-13-notebook-noutbuk-8-256gb-igrovoy-ne-samsung-apple-IDRZCis.html";"Поповка - Сегодня в 18:33"
"808136072";"MacBook Pro 15” Retina 2015р | core i7 | 16Gb-Ram | 512Gb-SSD | A1398 13 500 грн.";"https://www.olx.ua//d/obyavlenie/macbook-pro-15-retina-2015r-core-i7-16gb-ram-512gb-ssd-a1398-IDSGR6M.html";"Малин - Сегодня в 18:33"
"786005580";"Продам MacBook Pro 12 000 грн.";"https://www.olx.ua//d/obyavlenie/prodam-macbook-pro-IDRbZXm.html";"Львов, Галицкий - Сегодня в 18:32"
"808136034";"MacBook Air 2017 (13.3/Core i5/8/256) 12 500 грн.";"https://www.olx.ua//d/obyavlenie/macbook-air-2017-13-3-core-i5-8-256-IDSGR6a.html";"Ивано-Франковск - Сегодня в 18:32"
"805418971";"Крутий ноутбук бізнес-серії Lenovo ThinkPad T480s 12 000 грн.";"https://www.olx.ua//d/obyavlenie/krutiy-noutbuk-bznes-ser-lenovo-thinkpad-t480s-IDSwsgz.html";"Киев, Дарницкий - Сегодня в 18:32"
"796448776";"Lenovo X1 Yoga 2nd gen 14"" IPS Core i7 7600u/8Gb/512Gb NVME 10 500 грн.";"https://www.olx.ua//d/obyavlenie/lenovo-x1-yoga-2nd-gen-14-ips-core-i7-7600u-8gb-512gb-nvme-IDRTOI0.html";"Степная - Сегодня в 18:32"
"792488493";"Ігровий HP Omen/ i5-7300HQ/GTX 1060 6gb/Ram 16gb/SSD 512gb 18 500 грн.";"https://www.olx.ua//d/obyavlenie/groviy-hp-omen-i5-7300hq-gtx-1060-6gb-ram-16gb-ssd-512gb-IDRDcst.html";"Львов, Сиховский - Сегодня в 18:30"
"808135706";"Продам ноутбук Dell G7 7588 20 000 грн.";"https://www.olx.ua//d/obyavlenie/prodam-noutbuk-dell-g7-7588-IDSGR0S.html";"Одесса, Малиновский - Сегодня в 18:29"
"806318131";"Apple MacBook Air 2020 i5/8gb/512gb Trade-In/Bыкyп/Oбмeн 14 900 грн.";"https://www.olx.ua//d/obyavlenie/apple-macbook-air-2020-i5-8gb-512gb-trade-in-bykyp-obmen-IDSzeb9.html";"Одесса, Приморский - Сегодня в 18:28"
"581116526";"Macbook Air A1465 15 000 грн.Договорная";"https://www.olx.ua//d/obyavlenie/macbook-air-a1465-IDDkiXc.html";"Харьков, Слободской - Сегодня в 18:28"
"804864245";"Гарантія! Ноутбук MacBook Pro 13 2017 i5 2.3 8/256GB HM318 макбук 12 999 грн.";"https://www.olx.ua//d/obyavlenie/garantya-noutbuk-macbook-pro-13-2017-i5-2-3-8-256gb-hm318-makbuk-IDSt7Xn.html";"Львов, Галицкий - Сегодня в 18:26"
"805807467";"MacBook Pro 2017 14 500 грн.";"https://www.olx.ua//d/obyavlenie/macbook-pro-2017-IDSx5kD.html";"Киев, Соломенский - Сегодня в 18:26"
"778858241";"Продам MacBook Air 17 000 грн.Договорная";"https://www.olx.ua//d/obyavlenie/prodam-macbook-air-IDQI0BH.html";"Днепр, Центральный - Сегодня в 18:26"
"807905412";"Ноутбук Dell 5570 16gb 256ssd 12 000 грн.Договорная";"https://www.olx.ua//d/obyavlenie/noutbuk-dell-5570-16gb-256ssd-IDSFT6s.html";"Лубны - Сегодня в 18:25"
"778374735";"Ігровий Asus N550JK/15,6"" сенсор/i7-4700HQ/GeForce GTX/метал/підсвітка 11 995 грн.";"https://www.olx.ua//d/obyavlenie/groviy-asus-n550jk-15-6-sensor-i7-4700hq-geforce-gtx-metal-pdsvtka-IDQFYPd.html";"Киев, Дарницкий - Сегодня в 18:25"
"795245140";"Игровой ноутбук под современные игрухи 19 900 грн.";"https://www.olx.ua//d/obyavlenie/igrovoy-noutbuk-pod-sovremennye-igruhi-IDROLAv.html";"Киев, Соломенский - Сегодня в 18:24"
"808134956";"Продам ноутбук Lenovo 16 000 грн.";"https://www.olx.ua//d/obyavlenie/prodam-noutbuk-lenovo-IDSGQOM.html";"Ахтырка - Сегодня в 18:24"
"807223951";"Сенсорний ноутбук HP 15 Core i5-10210U DDR4 8gb SSD 128gb HDD 500gb 13 100 грн.";"https://www.olx.ua//d/obyavlenie/sensorniy-noutbuk-hp-15-core-i5-10210u-ddr4-8gb-ssd-128gb-hdd-500gb-IDSD1P9.html";"Краматорск - Сегодня в 18:24"
"800489007";"Ноутбук HP EliteBook 1030 G3 X360 i7-8550U 16GB SSD512GB IPS FHD Touch 16 800 грн.";"https://www.olx.ua//d/obyavlenie/noutbuk-hp-elitebook-1030-g3-x360-i7-8550u-16gb-ssd512gb-ips-fhd-touch-IDSaLL1.html";"Хмельницкий - Сегодня в 18:23"
"808134769";"Ноутбук DELL E6520 бізнес модель 10 000 грн.";"https://www.olx.ua//d/obyavlenie/noutbuk-dell-e6520-bznes-model-IDSGQLL.html";"Днепр, Новокодакский - Сегодня в 18:22"
